Headline,Publication,Summary,Date
Electric vehicles gain slow momentum in North Dakota,"Modesto BeeNEWS1313 wordsBISMARCK, N.D. Step on the accelerator in Capital Electric Cooperative's new Chevrolet Bolt and it, literally, bolts forward. ""They're really snappy, quick and fun to drive,"" said Energy Services Supervisor Josh Schaffner as he demonstrated on the road nex... BISMARCK, N.D. Step on the accelerator in Capital Electric Cooperative's new Chevrolet Bolt and it, literally, bolts forward....",,7/27/2019
Electric vehicles gain slow momentum in North Dakota,"Belleville News DemocratNEWS1313 wordsBISMARCK, N.D. Step on the accelerator in Capital Electric Cooperative's new Chevrolet Bolt and it, literally, bolts forward. ""They're really snappy, quick and fun to drive,"" said Energy Services Supervisor Josh Schaffner as he demonstrated on the road nex... BISMARCK, N.D. Step on the accelerator in Capital Electric Cooperative's new Chevrolet Bolt and it, literally, bolts forward....",,7/27/2019
"Man arrested in Seattle after damaging vehicles, attacking officer with sunroof",Atlanta Journal And ConstitutionNEWS316 wordsSEATTLE — A man in his 20s was arrested after police say he allegedly damaged several vehicles and used a sunroof to attack a parking enforcement officer in downtown Seattle. On Thursday...,,7/27/2019
Carmakers seek a route to an uncertain future,"FT.com Headlines612 wordsThe car is a minor miracle of engineering. Every vehicle on the streets is full of equipment, electronics and software that would have been ... The car is a minor miracle of engineering. Every vehicle on the streets is full of equipment, electronics and software that would have been unimaginable — or prohibitively expensive — a generation...",,7/26/2019
"Despite Trump ruling, Hernando commissioner won't unblock Facebook critics: 'Tell them to make me'","Tampa Bay TimesNEWS1231 wordsBROOKSVILLE — Hernando County Commissioner Steve Champion posts to Facebook often and with a great many exclamation points. He posts photos of his family at restaurants and music videos from .38 Special and Tesla. He posts photos of guns, memes about guns ... BROOKSVILLE — Hernando County Commissioner Steve Champion posts to Facebook often and with a...",,7/26/2019
New MRI purchase approved,"WCIA 3NEWS339 wordsURBANA, Ill. (WCIA) — Carle and the University of Illinois have approved funding to buy a 7 Tesla MRI scanner. The new MRI will be one of six 7T MRI scanners in the nation once it’s...",,7/26/2019
Business Highlights,"Miami HeraldNEWS897 words___ Privacy case settled, Facebook discloses FTC antitrust probe SAN FRANCISCO (AP) — Facebook says it is under antitrust investigation by the Federal Trade Commission. The company made the announcement just hours after the agency slapped it with a record ... ___ Privacy case settled, Facebook discloses FTC antitrust probe SAN FRANCISCO (AP) — Facebook says it...",,7/24/2019
Stocks slide over disappointing earnings reports,"Herald & ReviewNEWS511 wordsNEW YORK (AP) â€” U.S. stocks moved broadly lower in early trading on Wall Street Thursday after weak earnings from several large companies pulled down the technology sector. The early slump marks a turnaround from Wednesday, when a series of solid earning... NEW YORK (AP) â€” U.S. stocks moved...",,7/25/2019
Stocks slide over disappointing earnings reports,"Fresno BeeNEWS545 words, file photo trader Timothy Nick, left, and specialist Anthony Matesic work on the floor of the New York Stock Exchange. The U.S. stock market opens at 9:30 a.m. EDT on Thursday, July 25. Richard Drew, File AP Photo NEW YORK U.S. stocks moved broadly lower... , file photo trader Timothy Nick, left,...",,7/25/2019
Stocks slide over disappointing earnings reports,"Merced Sun-StarNEWS545 words, file photo trader Timothy Nick, left, and specialist Anthony Matesic work on the floor of the New York Stock Exchange. The U.S. stock market opens at 9:30 a.m. EDT on Thursday, July 25. Richard Drew, File AP Photo NEW YORK U.S. stocks moved broadly lower... , file photo trader Timothy Nick, left,...",,7/25/2019
Stocks slide over disappointing earnings reports,"Porterville RecorderNEWS510 wordsNEW YORK (AP) — U.S. stocks moved broadly lower in early trading on Wall Street Thursday after weak earnings from several large companies pulled down the technology sector. The early slump marks a turnaround from Wednesday, when a series of solid earnings ... NEW YORK (AP) — U.S. stocks...",,7/25/2019
Stocks slide over disappointing earnings reports,"NWI TimesNEWS542 wordsNEW YORK (AP) — U.S. stocks moved broadly lower in early trading on Wall Street Thursday after weak earnings from several large companies pulled down the technology sector. The early slump marks a turnaround from Wednesday, when a series of solid earnings ... NEW YORK (AP) — U.S. stocks moved broadly lower...",,7/25/2019
Stocks slide over disappointing earnings reports,"Quincy Herald-WhigNEWS510 wordsNEW YORK (AP) — U.S. stocks moved broadly lower in early trading on Wall Street Thursday after weak earnings from several large companies pulled down the technology sector. The early slump marks a turnaround from Wednesday, when a series of solid earnings ... NEW YORK (AP) — U.S. stocks...",,7/25/2019
Stocks slide over disappointing earnings reports,"QC TimesNEWS670 words, file photo trader Timothy Nick, left, and specialist Anthony Matesic work on the floor of the New York Stock Exchange. The U.S. stock market opens at 9:30 a.m. EDT on Thursday, July 25. Richard Drew NEW YORK (AP) — U.S. stocks moved broadly lower in earl... , file photo trader Timothy Nick, left, and specialist Anthony...",,7/25/2019
Stocks slide over disappointing earnings reports,"Sacramento BeeNEWS545 words, file photo trader Timothy Nick, left, and specialist Anthony Matesic work on the floor of the New York Stock Exchange. The U.S. stock market opens at 9:30 a.m. EDT on Thursday, July 25. Richard Drew, File AP Photo NEW YORK U.S. stocks moved broadly lower... , file photo trader Timothy Nick, left,...",,7/25/2019
Stocks slide over disappointing earnings reports,"Santa Maria TimesNEWS510 wordsNEW YORK (AP) — U.S. stocks moved broadly lower in early trading on Wall Street Thursday after weak earnings from several large companies pulled down the technology sector. The early slump marks a turnaround from Wednesday, when a series of solid earnings ... NEW YORK (AP) — U.S. stocks...",,7/25/2019
Stocks slide over disappointing earnings reports,"San Mateo Daily JournalNEWS674 wordsNEW YORK (AP) — U.S. stocks retreated from record highs as large companies delivered weak earnings reports and disappointing forecasts. The daylong slide marks a turnaround from Wednesday, when a series of solid earnings helped push major indexes to record... NEW YORK (AP) — U.S. stocks retreated from record highs as large companies delivered weak earnings reports...",,7/25/2019
Stocks slide over disappointing earnings reports,"Chron.comNEWS582 words, file photo trader Timothy Nick, left, and specialist Anthony Matesic work on the floor of the New York Stock Exchange. The U.S. stock market opens at 9:30 a.m. EDT on Thursday, July 25. less FILE - In this Friday, July 19 2019, file photo trader Timothy ... , file photo trader Timothy Nick, left, and specialist...",,7/25/2019
Stocks slide over disappointing earnings reports,"San Francisco ChronicleNEWS510 wordsNEW YORK (AP) — U.S. stocks moved broadly lower in early trading on Wall Street Thursday after weak earnings from several large companies pulled down the technology sector. The early slump marks a turnaround from Wednesday, when a series of solid earnings ... NEW YORK (AP) — U.S. stocks...",,7/25/2019
Stocks slide over disappointing earnings reports,"Roanoke TimesNEWS510 wordsNEW YORK (AP) — U.S. stocks moved broadly lower in early trading on Wall Street Thursday after weak earnings from several large companies pulled down the technology sector. The early slump marks a turnaround from Wednesday, when a series of solid earnings ... NEW YORK (AP) — U.S. stocks...",,7/25/2019
Stocks slide over disappointing earnings reports,"Connecticut PostNEWS853 wordsAp Business Writer Updated 2:24 pm EDT, Thursday, July 25, 2019 FILE - In this Friday, July 19 2019, file photo trader Timothy Nick, left, and specialist Anthony Matesic work on the floor of the New York Stock Exchange. The U.S. stock market opens at 9:30 ... Ap Business Writer Updated 2:24 pm EDT, Thursday, July 25,...",,7/25/2019
Stocks slide over disappointing earnings reports,"KansasCity.comNEWS545 words, file photo trader Timothy Nick, left, and specialist Anthony Matesic work on the floor of the New York Stock Exchange. The U.S. stock market opens at 9:30 a.m. EDT on Thursday, July 25. Richard Drew, File AP Photo NEW YORK U.S. stocks moved broadly lower... , file photo trader Timothy Nick, left,...",,7/25/2019
Stocks slide over disappointing earnings reports,"Alton TelegraphNEWS610 wordsAp Business Writer Updated 9:30 am CDT, Thursday, July 25, 2019 FILE - In this Friday, July 19 2019, file photo trader Timothy Nick, left, and specialist Anthony Matesic work on the floor of the New York Stock Exchange. The U.S. stock market opens at 9:30 ... Ap Business Writer Updated 9:30 am CDT, Thursday, July 25,...",,7/25/2019
Stocks slide over disappointing earnings reports,"Star-TelegramNEWS709 words, file photo trader Timothy Nick, left, and specialist Anthony Matesic work on the floor of the New York Stock Exchange. The U.S. stock market opens at 9:30 a.m. EDT on Thursday, July 25. Richard Drew, File AP Photo NEW YORK U.S. stocks retreated from reco... , file photo trader Timothy Nick, left, and specialist Anthony Matesic...",,7/25/2019
Stocks slide over disappointing earnings reports,"Richmond.comNEWS510 wordsNEW YORK (AP) — U.S. stocks moved broadly lower in early trading on Wall Street Thursday after weak earnings from several large companies pulled down the technology sector. The early slump marks a turnaround from Wednesday, when a series of solid earnings ... NEW YORK (AP) — U.S. stocks...",,7/25/2019
Stocks slide over disappointing earnings reports,"Lompoc Record OnlineNEWS543 wordsNEW YORK (AP) — U.S. stocks moved broadly lower in early trading on Wall Street Thursday after weak earnings from several large companies pulled down the technology sector. The early slump marks a turnaround from Wednesday, when a series of solid earnings ... NEW YORK (AP) — U.S. stocks moved broadly lower...",,7/25/2019
Stocks slide over disappointing earnings reports,"PilotOnlineNEWS510 wordsNEW YORK (AP) — U.S. stocks moved broadly lower in early trading on Wall Street Thursday after weak earnings from several large companies pulled down the technology sector. The early slump marks a turnaround from Wednesday, when a series of solid earnings ... NEW YORK (AP) — U.S. stocks...",,7/25/2019
Stocks slide over disappointing earnings reports,"Omaha World-HeraldNEWS510 wordsNEW YORK (AP) — U.S. stocks moved broadly lower in early trading on Wall Street Thursday after weak earnings from several large companies pulled down the technology sector. The early slump marks a turnaround from Wednesday, when a series of solid earnings ... NEW YORK (AP) — U.S. stocks...",,7/25/2019
Stocks slide over disappointing earnings reports,"seattlepi.comNEWS510 wordsNEW YORK (AP) — U.S. stocks moved broadly lower in early trading on Wall Street Thursday after weak earnings from several large companies pulled down the technology sector. The early slump marks a turnaround from Wednesday, when a series of solid earnings ... NEW YORK (AP) — U.S. stocks...",,7/25/2019
Stocks slide over disappointing earnings reports,"San Luis Obispo.comNEWS545 words, file photo trader Timothy Nick, left, and specialist Anthony Matesic work on the floor of the New York Stock Exchange. The U.S. stock market opens at 9:30 a.m. EDT on Thursday, July 25. Richard Drew, File AP Photo NEW YORK U.S. stocks moved broadly lower... , file photo trader Timothy Nick, left,...",,7/25/2019
Stocks slide over disappointing earnings reports,"Seattle TimesNEWS519 wordsNEW YORK (AP) — U.S. stocks moved broadly lower in early trading on Wall Street Thursday after weak earnings from several large companies pulled down the technology sector. The early slump marks a turnaround from Wednesday, when a series of solid earnings ... NEW YORK (AP) — U.S. stocks moved...",,7/25/2019
Stocks slide over disappointing earnings reports,"Edwardsville IntelligencerNEWS510 wordsNEW YORK (AP) — U.S. stocks moved broadly lower in early trading on Wall Street Thursday after weak earnings from several large companies pulled down the technology sector. The early slump marks a turnaround from Wednesday, when a series of solid earnings ... NEW YORK (AP) — U.S. stocks...",,7/25/2019
